Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,ค้างชำระ เดือน เม.ย 2568,,,,
,ลำดับ,ลูกค้า,ยอด,,
,1,ร้านอาหารจีน + 1027 (ร้านอาหารจีน),0,0.0,
,2,คินวอง,0,0.0,โอน11/4/2568
,3,ไชน่าสเตท,0,0.0,โอน29/5/2569
,4,ไชน่าสเตท Aohong Site,0,,โอน 21/5/2568
,5,ฟาร์อีส,0,0.0,โอน 22/5/2568
,6,เดลทัล,0,,โอน 20/5/2568
,7,สกายเคม,0,,โอน 9/5/2568
,รวม,,0,,
